data-productividad-producto-producto_obtenido,data-productividad-producto-rendimiento_estimado,data-productividad-producto-rendimiento_real,data-productividad-producto-porcentaje_venta,data-productividad-producto-destinado_autoconsumo,data-productividad-producto-destinado_a_semilla,data-productividad-producto-vendio_producto,data-productividad-producto-precio_venta,PARENT_KEY,KEY
primera,11,9,50,40,10,si,1.2,uuid:e6fa0527-f92f-49f4-9f9d-1bb0e099b458,uuid:e6fa0527-f92f-49f4-9f9d-1bb0e099b458/producto[1]
primera,4,2.5,60,30,10,si,1.2,uuid:489c74d8-5728-4704-a485-b572cb00a7c0,uuid:489c74d8-5728-4704-a485-b572cb00a7c0/producto[1]
primera,4,3.5,60,30,10,si,1.3,uuid:cd0f8a2f-7653-428f-9d0c-fa9ac75d5e45,uuid:cd0f8a2f-7653-428f-9d0c-fa9ac75d5e45/producto[1]
primera,12,10,60,30,10,si,1.2,uuid:45dec0ed-7317-430e-8983-70fe76aeb164,uuid:45dec0ed-7317-430e-8983-70fe76aeb164/producto[1]
primera,4,3,50,40,10,si,1.2,uuid:93939fbf-46c6-4a13-8472-8fedb8c221b7,uuid:93939fbf-46c6-4a13-8472-8fedb8c221b7/producto[1]
primera,14,13,50,40,10,si,1.3,uuid:5ad6c782-43cc-414b-8e1b-4707774ca8ec,uuid:5ad6c782-43cc-414b-8e1b-4707774ca8ec/producto[1]
primera,4,2.5,50,40,10,si,1.4,uuid:422d219c-7ca0-4829-8df1-7efe6c5836a0,uuid:422d219c-7ca0-4829-8df1-7efe6c5836a0/producto[1]
primera,3,2,60,30,10,si,1.5,uuid:f8cf0f68-5ba2-473a-9e68-fe7ef73fb736,uuid:f8cf0f68-5ba2-473a-9e68-fe7ef73fb736/producto[1]
primera,3,2.5,20,70,10,si,1.3,uuid:7f7191cd-a7d6-4c25-b6e3-32f5aae593ba,uuid:7f7191cd-a7d6-4c25-b6e3-32f5aae593ba/producto[1]
primera,7,5.5,50,40,10,si,1.3,uuid:9a960bc7-0f13-4558-ae09-541d7e668b9f,uuid:9a960bc7-0f13-4558-ae09-541d7e668b9f/producto[1]
primera,6,4.5,40,50,10,si,1.3,uuid:abcbe278-61ac-4cc5-b8a1-530ef226dbd7,uuid:abcbe278-61ac-4cc5-b8a1-530ef226dbd7/producto[1]
primera,7,6,50,40,10,si,1.5,uuid:618875f6-4c5a-447e-a1b6-58f146e3c525,uuid:618875f6-4c5a-447e-a1b6-58f146e3c525/producto[1]
primera,6,5,30,60,10,si,1.2,uuid:396b652d-cf0d-4464-a2da-22605a3bdb10,uuid:396b652d-cf0d-4464-a2da-22605a3bdb10/producto[1]
tercera,5.6,3.2,0,100,0,no,1,uuid:3142450a-8d8e-45a0-ace5-b43bb6c9109c,uuid:3142450a-8d8e-45a0-ace5-b43bb6c9109c/producto[2]
primera,8,7,50,40,10,si,1.5,uuid:94462c23-d45c-44d2-897f-0f15abedf467,uuid:94462c23-d45c-44d2-897f-0f15abedf467/producto[1]
primera,7,6,40,50,10,si,1.6,uuid:be551c9d-54a8-481f-9ea6-d19f450a9953,uuid:be551c9d-54a8-481f-9ea6-d19f450a9953/producto[1]
primera,8,7,60,30,10,si,1.5,uuid:95c6aef7-f777-414b-877e-20e26c875f53,uuid:95c6aef7-f777-414b-877e-20e26c875f53/producto[1]
primera,10,10,40,50,10,si,1.5,uuid:d1866038-e0a1-4ee2-9b28-2d35f5abd87c,uuid:d1866038-e0a1-4ee2-9b28-2d35f5abd87c/producto[1]
primera,9,9,50,30,20,si,1.4,uuid:80588faa-d10f-4347-8529-daa58c2dc3a9,uuid:80588faa-d10f-4347-8529-daa58c2dc3a9/producto[1]
primera,10,10,60,30,10,si,1.5,uuid:d120f4ec-666b-4b5c-988b-c53b481f0661,uuid:d120f4ec-666b-4b5c-988b-c53b481f0661/producto[1]
primera,3,2.5,50,40,10,si,1.2,uuid:b2fee854-a905-47ab-a30b-8df930aff1a9,uuid:b2fee854-a905-47ab-a30b-8df930aff1a9/producto[1]
primera,3,2,0,80,20,no,0,uuid:36917e14-212b-4a8d-8d1f-5e9660dc9765,uuid:36917e14-212b-4a8d-8d1f-5e9660dc9765/producto[1]
primera,9,9,50,40,10,si,1.3,uuid:706d0770-5fc2-4ed7-8aea-5c98286536f5,uuid:706d0770-5fc2-4ed7-8aea-5c98286536f5/producto[1]
primera,6,5,40,50,10,si,1.8,uuid:339102bd-6e98-4727-9cb9-77b0c8ffa129,uuid:339102bd-6e98-4727-9cb9-77b0c8ffa129/producto[1]
primera,10,8,50,40,10,si,1.2,uuid:f226c385-70d1-469c-ace8-b1d9c28b2aaa,uuid:f226c385-70d1-469c-ace8-b1d9c28b2aaa/producto[1]
primera,7,7,60,30,10,si,1.5,uuid:52fc46e2-1955-44db-9188-8d55c1fe93bd,uuid:52fc46e2-1955-44db-9188-8d55c1fe93bd/producto[1]
primera,5,4,0,100,0,no,2,uuid:874d6e52-1bf6-48ab-ba5a-81e38fc9ce09,uuid:874d6e52-1bf6-48ab-ba5a-81e38fc9ce09/producto[1]
segunda,4,3,0,40,60,no,1,uuid:874d6e52-1bf6-48ab-ba5a-81e38fc9ce09,uuid:874d6e52-1bf6-48ab-ba5a-81e38fc9ce09/producto[2]
tercera,2,1,0,100,0,no,0.7,uuid:874d6e52-1bf6-48ab-ba5a-81e38fc9ce09,uuid:874d6e52-1bf6-48ab-ba5a-81e38fc9ce09/producto[3]
segunda,7.4,4.8,0,80,20,no,1.8,uuid:3142450a-8d8e-45a0-ace5-b43bb6c9109c,uuid:3142450a-8d8e-45a0-ace5-b43bb6c9109c/producto[1]
extra,4,3,0,100,0,no,2,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6/producto[1]
primera,6,7.5,0,100,0,no,1.7,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6/producto[2]
segunda,5,4,0,100,0,no,1.2,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6/producto[3]
tercera,3,2.5,0,0,100,no,1,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6/producto[4]
descarte,1.5,1,0,100,0,no,0.7,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6,uuid:d0ed020c-5952-46a9-b01b-b55b00e94de6/producto[5]
primera,4,3,50,40,10,si,2,uuid:e80cb43c-342d-4b25-b48a-b6d651d08e62,uuid:e80cb43c-342d-4b25-b48a-b6d651d08e62/producto[1]
primera,5,3,50,40,10,si,2,uuid:8026ff55-c25c-44d0-ab0a-84067afed8ff,uuid:8026ff55-c25c-44d0-ab0a-84067afed8ff/producto[1]
primera,22,16,40,50,10,si,2,uuid:191da2ec-f89c-456f-8f37-bd5e9ac032d1,uuid:191da2ec-f89c-456f-8f37-bd5e9ac032d1/producto[1]
primera,14,10,60,30,10,si,2,uuid:1cca82f3-11d4-4f82-a920-27625635795e,uuid:1cca82f3-11d4-4f82-a920-27625635795e/producto[1]
primera,5,4,40,50,10,si,1.8,uuid:ad0dce95-14ba-49c9-908d-18cfe4fbd2c7,uuid:ad0dce95-14ba-49c9-908d-18cfe4fbd2c7/producto[1]
primera,5,4,60,30,10,si,2,uuid:01ce2ffb-9ca8-4eb5-a3b9-a8ec9f20e142,uuid:01ce2ffb-9ca8-4eb5-a3b9-a8ec9f20e142/producto[1]
primera,18,15,50,40,10,si,2,uuid:d381cd40-602a-47e2-9d5c-7604f7f60c2b,uuid:d381cd40-602a-47e2-9d5c-7604f7f60c2b/producto[1]
primera,15,12,60,30,10,si,2,uuid:7dfbd015-f1b9-4a7b-bbfd-34f62004565b,uuid:7dfbd015-f1b9-4a7b-bbfd-34f62004565b/producto[1]
primera,2,1.2,0,80,20,no,0,uuid:79060934-a837-4476-8d8d-497d002de030,uuid:79060934-a837-4476-8d8d-497d002de030/producto[1]
primera,3,2,20,70,10,si,1.6,uuid:f3d20467-670c-4b7f-aaaf-6913fe03351a,uuid:f3d20467-670c-4b7f-aaaf-6913fe03351a/producto[1]
primera,16,12,60,30,10,si,2,uuid:5e7cfc04-8609-4f54-9107-985a9ed8134a,uuid:5e7cfc04-8609-4f54-9107-985a9ed8134a/producto[1]
primera,5,3,30,60,10,si,2,uuid:41fdc4ca-8bf4-48f8-b06c-b88b30e3cc59,uuid:41fdc4ca-8bf4-48f8-b06c-b88b30e3cc59/producto[1]
primera,12,10,60,30,10,si,2,uuid:31b71a37-c336-4fd2-8ea3-fbfec5281515,uuid:31b71a37-c336-4fd2-8ea3-fbfec5281515/producto[1]
primera,2,1.5,20,60,20,si,1.7,uuid:562ff356-1129-43e7-b519-9b89b1fe64d6,uuid:562ff356-1129-43e7-b519-9b89b1fe64d6/producto[1]
primera,4,2.5,20,60,20,si,2,uuid:532c3288-8776-443d-8c25-a7b9cb17e26e,uuid:532c3288-8776-443d-8c25-a7b9cb17e26e/producto[1]
primera,4,3,50,40,10,si,1.8,uuid:28c0dad4-450b-441b-b6c9-42fde10af0da,uuid:28c0dad4-450b-441b-b6c9-42fde10af0da/producto[1]
primera,6,4,50,40,10,si,1.7,uuid:97628416-e818-473e-891f-3fde1d394a5a,uuid:97628416-e818-473e-891f-3fde1d394a5a/producto[1]
primera,8,6,60,30,10,si,1.7,uuid:50dcc83d-0fee-4a3b-af8a-ee9f11088563,uuid:50dcc83d-0fee-4a3b-af8a-ee9f11088563/producto[1]
primera,9,7,60,30,10,si,1.6,uuid:9454f96d-80bc-4add-bd7c-a45b8747cadd,uuid:9454f96d-80bc-4add-bd7c-a45b8747cadd/producto[1]
primera,7,5,40,50,10,si,1.7,uuid:448f9608-fd43-42ef-bd21-7f9d25004b39,uuid:448f9608-fd43-42ef-bd21-7f9d25004b39/producto[1]
primera,10,7,60,30,10,si,2,uuid:5227c84b-281d-4a05-bf6e-e199f89615cf,uuid:5227c84b-281d-4a05-bf6e-e199f89615cf/producto[1]
primera,8,6,60,30,10,si,2,uuid:41806bb5-68b8-4e28-88f2-42c62c9e70e7,uuid:41806bb5-68b8-4e28-88f2-42c62c9e70e7/producto[1]
primera,5,4,40,50,10,si,2,uuid:3f3665a2-4f17-40d1-9370-e40c309d01b9,uuid:3f3665a2-4f17-40d1-9370-e40c309d01b9/producto[1]
primera,2,1.2,20,60,20,si,2,uuid:c44dea16-173d-41fe-946a-d59c096aec47,uuid:c44dea16-173d-41fe-946a-d59c096aec47/producto[1]
primera,10,6,60,30,10,si,2,uuid:0f81db71-e7fe-4358-a32c-289525bcca38,uuid:0f81db71-e7fe-4358-a32c-289525bcca38/producto[1]
primera,5,3,20,60,20,si,2,uuid:0d3a2e3f-178b-454b-a290-3b3e8dc70703,uuid:0d3a2e3f-178b-454b-a290-3b3e8dc70703/producto[1]
primera,15,11,50,40,10,si,2,uuid:a3908714-668c-4f2b-9051-f075822d4b31,uuid:a3908714-668c-4f2b-9051-f075822d4b31/producto[1]
primera,10,7,40,50,10,si,1.8,uuid:a93471ff-c58c-4fd2-90cf-41524d71fbad,uuid:a93471ff-c58c-4fd2-90cf-41524d71fbad/producto[1]
primera,15,10,50,40,10,si,1.8,uuid:fe5e7fb0-9614-497b-816a-d1a30da09e35,uuid:fe5e7fb0-9614-497b-816a-d1a30da09e35/producto[1]
primera,20,15,60,30,10,si,1.9,uuid:aee855a8-6824-4812-889f-37e53be5af18,uuid:aee855a8-6824-4812-889f-37e53be5af18/producto[1]
primera,5,3,20,70,10,si,2,uuid:d7435e07-f545-41d1-a6f5-aef477191ce1,uuid:d7435e07-f545-41d1-a6f5-aef477191ce1/producto[1]
primera,14,11,60,30,10,si,1.8,uuid:4701a8a9-579c-4553-bddd-8e1e24431259,uuid:4701a8a9-579c-4553-bddd-8e1e24431259/producto[1]
primera,10,7,60,30,10,si,2,uuid:336808f6-d7e7-4cd2-b7b0-920f5217435a,uuid:336808f6-d7e7-4cd2-b7b0-920f5217435a/producto[1]
primera,4,2,0,80,20,si,0,uuid:e4be5faa-6d37-4230-b652-d784cd71e56b,uuid:e4be5faa-6d37-4230-b652-d784cd71e56b/producto[1]
primera,22,18,60,30,10,si,2,uuid:af7f17c3-c1af-4fa4-9b9a-cd148b04a86b,uuid:af7f17c3-c1af-4fa4-9b9a-cd148b04a86b/producto[1]
primera,10,7,50,40,10,si,1.8,uuid:69fb8db4-2af1-408c-9f82-f2f273396169,uuid:69fb8db4-2af1-408c-9f82-f2f273396169/producto[1]
primera,9,6,40,50,10,si,2,uuid:090bf836-9192-46f3-b94f-0bee93735fe7,uuid:090bf836-9192-46f3-b94f-0bee93735fe7/producto[1]
primera,22,14,60,30,10,si,1.7,uuid:1f0c01f5-4b8a-49d1-9eee-d0d02f7b5a80,uuid:1f0c01f5-4b8a-49d1-9eee-d0d02f7b5a80/producto[1]
primera,24,18,60,30,10,si,1.7,uuid:a349fd92-6322-4a27-aa6b-41c824560e07,uuid:a349fd92-6322-4a27-aa6b-41c824560e07/producto[1]
primera,6,4,40,50,10,si,1.7,uuid:e58864d6-7323-47e0-aa31-8b87f0891c65,uuid:e58864d6-7323-47e0-aa31-8b87f0891c65/producto[1]
primera,5,3.5,40,50,10,si,2,uuid:ed172cf8-c91b-4be5-bd5c-9bb6686c8669,uuid:ed172cf8-c91b-4be5-bd5c-9bb6686c8669/producto[1]
segunda,6,4,20,70,10,si,1.3,uuid:bfc076c8-ca37-4c86-b38c-0edfed1392f8,uuid:bfc076c8-ca37-4c86-b38c-0edfed1392f8/producto[1]
primera,2,1,20,70,10,si,2,uuid:3ad649b5-c76b-4936-92a4-dad8f140c317,uuid:3ad649b5-c76b-4936-92a4-dad8f140c317/producto[1]
primera,5,3,30,60,10,si,2,uuid:b8232e99-b69d-4947-9453-a2cdaf2558f6,uuid:b8232e99-b69d-4947-9453-a2cdaf2558f6/producto[1]
primera,5,3,30,60,10,si,1.7,uuid:f14ca0be-e2df-4212-a8e1-27149d91b1c7,uuid:f14ca0be-e2df-4212-a8e1-27149d91b1c7/producto[1]
primera,15,12,50,40,10,si,1.7,uuid:1863792b-92fb-4250-b640-d8f2068383cf,uuid:1863792b-92fb-4250-b640-d8f2068383cf/producto[1]
primera,5,4,60,30,10,si,2,uuid:020cf9f6-bf50-4189-b263-558c2ab593fd,uuid:020cf9f6-bf50-4189-b263-558c2ab593fd/producto[1]
primera,5,3,40,50,10,si,1.7,uuid:dc806303-7be0-4a4b-b9bf-ad2abc99c51b,uuid:dc806303-7be0-4a4b-b9bf-ad2abc99c51b/producto[1]
primera,5,4,60,30,10,si,1.7,uuid:15505646-3340-4cdc-b3a8-b07aa3441c8f,uuid:15505646-3340-4cdc-b3a8-b07aa3441c8f/producto[1]
primera,18,15,60,30,10,si,2,uuid:f5b193dd-1834-41b4-ad87-c1b0939a96e8,uuid:f5b193dd-1834-41b4-ad87-c1b0939a96e8/producto[1]
primera,5,3,50,40,10,si,1.7,uuid:e8f9d901-ebeb-4554-a5f5-363e6f8e0447,uuid:e8f9d901-ebeb-4554-a5f5-363e6f8e0447/producto[1]
primera,5,4,60,30,10,si,1.6,uuid:417589ab-08ae-4f88-a6c0-98d74cc44d94,uuid:417589ab-08ae-4f88-a6c0-98d74cc44d94/producto[1]
primera,2,1.5,20,60,20,si,1.7,uuid:93855176-452e-400c-9ce7-02854b226944,uuid:93855176-452e-400c-9ce7-02854b226944/producto[1]
primera,6,4,60,30,10,si,1.7,uuid:a5f2295f-a910-451d-adf6-dd68b5ab366a,uuid:a5f2295f-a910-451d-adf6-dd68b5ab366a/producto[1]
primera,11,8,40,50,10,si,1.7,uuid:86beb75e-abd4-46c8-b3e7-e11e5bde829f,uuid:86beb75e-abd4-46c8-b3e7-e11e5bde829f/producto[1]
primera,6,3.5,30,50,20,si,1.7,uuid:650c9042-b12c-4330-92e2-e087e973ce26,uuid:650c9042-b12c-4330-92e2-e087e973ce26/producto[1]
primera,5,3.5,40,50,10,si,1.7,uuid:1b97de22-f9b4-45d8-8acc-1f50bdc63ee5,uuid:1b97de22-f9b4-45d8-8acc-1f50bdc63ee5/producto[1]
primera,22,18,60,30,10,si,1.9,uuid:c489b767-660c-48ef-af7f-7b7d52830a8e,uuid:c489b767-660c-48ef-af7f-7b7d52830a8e/producto[1]
primera,5,3,40,50,10,si,1.7,uuid:fe5970e9-58d6-4fb3-b2cf-69bf0c5876aa,uuid:fe5970e9-58d6-4fb3-b2cf-69bf0c5876aa/producto[1]
primera,10,8,40,50,10,si,2,uuid:02d1efcc-551c-44e7-8390-9b06aee28a3e,uuid:02d1efcc-551c-44e7-8390-9b06aee28a3e/producto[1]
primera,14,10,50,40,10,si,1.8,uuid:e1434755-a70f-4ffd-98d7-3741d84d7c19,uuid:e1434755-a70f-4ffd-98d7-3741d84d7c19/producto[1]
primera,10,8,30,60,10,si,2,uuid:85d26290-0820-444a-9ff7-589fc66ee716,uuid:85d26290-0820-444a-9ff7-589fc66ee716/producto[1]
extra,5,5.5,20,80,0,si,1.9,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c/producto[1]
primera,6,4,40,60,0,si,1.5,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c/producto[2]
segunda,4,6,10,90,0,si,1.3,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c/producto[3]
tercera,1.5,2,20,30,50,si,1.1,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c/producto[4]
descarte,1,0.8,0,20,0,no, ,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c,uuid:02d8a958-a01a-4830-9cc7-7ee727b6b73c/producto[5]
extra,0.5,0.3,0,100,0,no,2.3,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9/producto[1]
primera,2,2.2,20,80,0,si,1.9,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9/producto[2]
segunda,4,3.5,0,100,0,no,1.5,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9/producto[3]
tercera,10,9.2,30,10,60,si,1.3,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9/producto[4]
descarte,0.5,0.8,0,100,0,no,0.8,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9,uuid:6ddc9ff0-3c0d-4059-8203-3d059bf4d5c9/producto[5]
extra,2,2.8,50,50,0,si,2,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c/producto[1]
primera,2.9,2.5,30,70,0,si,1.8,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c/producto[2]
segunda,6.8,6.2,0,100,0,no,1.5,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c/producto[3]
tercera,3,4.5,0,70,30,no,1.3,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c/producto[4]
descarte,1.5,2,0,100,0,no,0.5,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c,uuid:ea76fb09-0e3f-46f1-a61f-2b2eec6eee1c/producto[5]
extra,1.5,2,60,40,0,si,2.3,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe/producto[1]
primera,2,1.8,20,80,0,si,2,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe/producto[2]
segunda,5,6,30,70,0,si,1.7,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe/producto[3]
tercera,5,4.2,20,40,40,si,1.3,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe/producto[4]
descarte,2,1.2,0,100,0,no,0.5,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe,uuid:c5672a30-780d-4a1a-aad7-419b09b52dfe/producto[5]
extra,8,7,70,30,0,si,2.5,uuid:2dc24011-e430-4039-9b76-055f0c69abda,uuid:2dc24011-e430-4039-9b76-055f0c69abda/producto[1]
primera,10,11,40,60,0,si,2,uuid:2dc24011-e430-4039-9b76-055f0c69abda,uuid:2dc24011-e430-4039-9b76-055f0c69abda/producto[2]
segunda,3,3,0,80,20,no,0,uuid:2dc24011-e430-4039-9b76-055f0c69abda,uuid:2dc24011-e430-4039-9b76-055f0c69abda/producto[3]
tercera,3,2,0,0,100,no,0,uuid:2dc24011-e430-4039-9b76-055f0c69abda,uuid:2dc24011-e430-4039-9b76-055f0c69abda/producto[4]
primera,14,15,20,80,0,no,2,uuid:ea0953dd-013d-470c-8390-b821c9585acf,uuid:ea0953dd-013d-470c-8390-b821c9585acf/producto[1]
segunda,8,7,0,100,0,no,2,uuid:ea0953dd-013d-470c-8390-b821c9585acf,uuid:ea0953dd-013d-470c-8390-b821c9585acf/producto[2]
tercera,3,3,0,0,100,no, ,uuid:ea0953dd-013d-470c-8390-b821c9585acf,uuid:ea0953dd-013d-470c-8390-b821c9585acf/producto[3]
extra,2,2.5,100,0,0,si,2,uuid:74c59911-4eed-4023-88b6-c4d409ab98d7,uuid:74c59911-4eed-4023-88b6-c4d409ab98d7/producto[1]
primera,5,5,100,0,0,si,2,uuid:74c59911-4eed-4023-88b6-c4d409ab98d7,uuid:74c59911-4eed-4023-88b6-c4d409ab98d7/producto[2]
segunda,3,2,50,30,20,si,2,uuid:74c59911-4eed-4023-88b6-c4d409ab98d7,uuid:74c59911-4eed-4023-88b6-c4d409ab98d7/producto[3]
extra,0.5,1,100,100,0,si,2.5,uuid:6a2af28e-ed67-4183-9866-c8e18f051702,uuid:6a2af28e-ed67-4183-9866-c8e18f051702/producto[1]
primera,4,3,80,20,0,si,2.5,uuid:6a2af28e-ed67-4183-9866-c8e18f051702,uuid:6a2af28e-ed67-4183-9866-c8e18f051702/producto[2]
segunda,3,3.5,30,20,50,si,2.5,uuid:6a2af28e-ed67-4183-9866-c8e18f051702,uuid:6a2af28e-ed67-4183-9866-c8e18f051702/producto[3]
descarte,1,1,0,100,0,si,1.5,uuid:6a2af28e-ed67-4183-9866-c8e18f051702,uuid:6a2af28e-ed67-4183-9866-c8e18f051702/producto[4]
descarte,0,0,0,0,0,no,0,uuid:6a2af28e-ed67-4183-9866-c8e18f051702,uuid:6a2af28e-ed67-4183-9866-c8e18f051702/producto[5]
extra,1,0.5,100,0,0,si,2,uuid:6df6302a-1d5a-487c-a931-a825457c3218,uuid:6df6302a-1d5a-487c-a931-a825457c3218/producto[1]
primera,3,3,100,0,0,si,2,uuid:6df6302a-1d5a-487c-a931-a825457c3218,uuid:6df6302a-1d5a-487c-a931-a825457c3218/producto[2]
segunda,4,3,50,10,40,si,2,uuid:6df6302a-1d5a-487c-a931-a825457c3218,uuid:6df6302a-1d5a-487c-a931-a825457c3218/producto[3]
descarte,1,1,0,100,0,no,1,uuid:6df6302a-1d5a-487c-a931-a825457c3218,uuid:6df6302a-1d5a-487c-a931-a825457c3218/producto[4]
extra,1,0.5,100,0,0,si,2,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc/producto[1]
primera,4,5,100,0,0,si,2,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc/producto[2]
segunda,3,4,50,10,40,si,2.5,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc/producto[3]
descarte,0.5,0.5,0,100,0,no,1,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc,uuid:1621f44c-398a-4393-b0d3-b1bc23867ddc/producto[4]
extra,2,2.5,100,0,0,si,2.5,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e/producto[1]
primera,3,4,100,0,0,si,3,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e/producto[2]
segunda,4,4,50,0,50,si,2.5,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e/producto[3]
tercera,3,4,80,20,0,si,2,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e,uuid:7b0b4595-bcc5-4e17-823e-07de5e4c726e/producto[4]
extra, , , , , , , ,uuid:17dbacb5-4d07-414c-a0d2-12607e9c76c9,uuid:17dbacb5-4d07-414c-a0d2-12607e9c76c9/producto[1]
primera,10,9,50,50,0,si,3,uuid:85f0fb80-7109-4885-843f-86580c1c81f8,uuid:85f0fb80-7109-4885-843f-86580c1c81f8/producto[1]
segunda,10,8,50,50,0,si,3,uuid:85f0fb80-7109-4885-843f-86580c1c81f8,uuid:85f0fb80-7109-4885-843f-86580c1c81f8/producto[2]
primera,12,9,50,40,10,si,1.2,uuid:5549bfad-c18a-41ec-be76-0880c8fd20f0,uuid:5549bfad-c18a-41ec-be76-0880c8fd20f0/producto[1]
primera,5,3,30,50,20,si,1.2,uuid:397e8129-1f4e-4e8a-842a-065465fa5d20,uuid:397e8129-1f4e-4e8a-842a-065465fa5d20/producto[1]
primera,10,7,60,30,10,si,1.5,uuid:3c5430bf-04b7-4066-910e-39163c62278d,uuid:3c5430bf-04b7-4066-910e-39163c62278d/producto[1]
primera,5,3,50,40,10,si,1.3,uuid:a7884f86-780f-44ae-b06c-acbbd33c91fb,uuid:a7884f86-780f-44ae-b06c-acbbd33c91fb/producto[1]
primera,4,4,60,30,10,si,1.2,uuid:863e407c-e2eb-4cdb-b0a9-1359f0ea878d,uuid:863e407c-e2eb-4cdb-b0a9-1359f0ea878d/producto[1]
primera,5,4,70,20,10,si,1.2,uuid:05f82f60-a0b3-4d60-a193-0a9aa761adbb,uuid:05f82f60-a0b3-4d60-a193-0a9aa761adbb/producto[1]
primera,3,3,10,80,10,si,1.3,uuid:80d26ae4-618d-4d8f-9436-f2f541975006,uuid:80d26ae4-618d-4d8f-9436-f2f541975006/producto[1]
primera,4,2.5,50,30,20,si,1.1,uuid:f2a415f8-5517-4e35-bebe-2216cecec91a,uuid:f2a415f8-5517-4e35-bebe-2216cecec91a/producto[1]
primera,4,3,20,70,10,si,1.5,uuid:ce33e68f-7cc5-47fa-bb1d-7884a146584c,uuid:ce33e68f-7cc5-47fa-bb1d-7884a146584c/producto[1]
primera,2,1.5,0,80,20,no,0,uuid:87cfd93d-fa46-4c11-aedc-0419b692b888,uuid:87cfd93d-fa46-4c11-aedc-0419b692b888/producto[1]
primera,1,0.8,0,80,20,no,0,uuid:d7a3be03-30f9-43df-ac98-0bea5b67ac3c,uuid:d7a3be03-30f9-43df-ac98-0bea5b67ac3c/producto[1]
primera,2,1.5,20,50,30,si,1.2,uuid:bbda0fba-f78c-4e3b-a4ec-20a97047bcd1,uuid:bbda0fba-f78c-4e3b-a4ec-20a97047bcd1/producto[1]
